,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
576,"ASUS ROG Strix G17 G713PV-HX058 AMD Ryzen 9 7845HX/32GB/1TB SSD/RTX 4060/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4060,17.3,No,2099.0
577,"HP 15s-fq4106ns Intel Core i5-1155G7/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i5,8,256,SSD,,15.6,No,454.33
578,"HP 15S-FQ4059NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,494.81
579,"Alurin Flex Advance AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,Alurin,Flex Advance,AMD Ryzen 5,8,256,SSD,,15.6,No,399.0
580,"ASUS TUF Gaming F15 Fx506lhb-hn359 Intel Core i5-10300H/16GB/512GB SSD/GTX 1650/15.6""",New,Asus,TUF,Intel Core i5,16,512,SSD,GTX 1650,15.6,No,719.01
581,"Alurin Intel Core I7 12th 15.6"" 16 500 con SO",New,Alurin,Alurin,Intel Core i7,8,500,,,15.6,No,869.0
582,"HP 250 G9 Intel Core i7-1255U/16 GB/512GB SSD/15.6"" Plata",New,HP,250,Intel Core i7,16,512,SSD,,15.6,No,824.0
583,"Apple MacBook Pro Apple M2 Pro 12 Núcleos/32GB/1TB SSD/16.2"" Gris Espacial",New,Apple,MacBook Pro,Apple M2 Pro,32,1000,SSD,,16.2,No,3499.01
584,"Lenovo V15 G2 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Negro",New,Lenovo,V15,Intel Core i3,8,256,SSD,,15.6,No,495.99
585,"MSI Raider GE78HX 13VG-040ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17""",New,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4070,17.0,No,2999.0
586,"Lenovo ThinkBook 15p Intel Core i7-10750H/16GB/1TB SSD/GTX 1650Ti/15.6""",New,Lenovo,ThinkBook,Intel Core i7,16,1000,SSD,GTX 1650,15.6,No,1219.0
587,"Lenovo ThinkPad E15 Gen 4 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,,15.6,No,1395.0
588,"ASUS ExpertBook B1 B1502CBA-EJ0425 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,15.6,No,695.0
589,"MSI Creator Z16 HX Studio B13VFTO-027ES Intel Core i9-13950HX/64GB/2TB SSD/RTX 4060/16"" Táctil",New,MSI,Creator,Intel Core i9,64,2000,SSD,RTX 4060,16.0,Yes,3061.31
590,"HP 250 G9 Intel Core i3-1215U/8 GB/512GB SSD/15.6""",New,HP,250,Intel Core i3,8,512,SSD,,15.6,No,453.0
591,"Acer Chromebook 317 Intel Celeron N4500/8GB/128GB eMMC/17.3""",New,Acer,Chromebook,Intel Celeron,8,128,eMMC,,17.3,No,499.0
592,"Dynabook Toshiba Satellite Pro C50-G-10F Intel Core i7-10510U/8 GB/256GB SSD/15.6""",New,Dynabook Toshiba,Satellite Pro,Intel Core i7,8,256,SSD,,15.6,No,699.0
593,"HP 15S-FQ2160NS Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i3,8,256,SSD,,15.6,No,393.59
594,Dell XPS 13 9315 Intel Core i5-1230U/16GB/512GB SSD/13.4'' (PT),New,Dell,XPS,Intel Core i5,16,512,SSD,,13.4,No,2063.26
595,"HP OMEN 17-ck2001ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4080/17.3""",New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 4080,17.3,No,2999.01
596,"Lenovo Legion Pro 7 16IRX8 Intel Core i9-13900HX/32GB/1TB SSD/RTX 4070/16""",New,Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,2689.01
597,"Acer ConceptD 3 CN316-73G-74FZ Intel Core i7-11800H/16GB/512GB SSD/GTX 1650/16""",New,Acer,ConceptD,Intel Core i7,16,512,SSD,GTX 1650,16.0,No,1799.0
598,"Lenovo V15 G3 IAP Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i5,8,512,SSD,,15.6,No,579.9
599,"Acer Predator Helios 300 PH317-55 Intel Core i7-11800H/16GB/1TB SSD/RTX3060/17.3""",New,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1799.0
600,"ASUS F515EA-BQ1625W Intel Core i3-1115G4/8GB/256GB/15.6""",New,Asus,F515,Intel Core i3,8,256,,,15.6,No,408.0
601,"Acer Chromebook 516 GE CBG516-1H-72EW Intel Core i7-1260P/16GB/256GB SSD/16""",New,Acer,Chromebook,Intel Core i7,16,256,SSD,,16.0,No,1139.01
602,"Acer Nitro 5 AN515-45-R5ZJ AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX 3080/15.6""",New,Acer,Nitro,AMD Ryzen 9,16,1000,SSD,RTX 3080,15.6,No,2399.01
603,"Dell Latitude 9510 Intel Core i5-10210U/8GB/256GB SSD/15""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,15.0,No,1599.0
604,Lenovo IdeaPad IP 5 Chrome 16IAU7 Intel Core i5-1235U/8GB/512GB SSD/16'' (PT),New,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,,16.0,No,1274.37
605,"Lenovo Legion 5 15ACH6-276 Ryzen 7 5800H/16GB/1TB SSD/RTX3060/15.6"" (PT)",New,Lenovo,Legion,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1553.68
606,"MSI Creator Pro M16 B13VI-1023ES Intel Core i7-13700H/16GB/1TB SSD/RTX A1000/16""",New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX A1000,16.0,No,1980.2
607,"MSI Creator Pro M16 B13VI-1024XES Intel Core i7-13700H/16GB/1TB SSD/RTX A1000/16""",New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX A1000,16.0,No,1772.43
608,"MSI Creator Pro M16 B13VK-1021ES Intel Core i7-13700H/32GB/1TB SSD/RTX 3000/16""",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3000,16.0,No,2707.44
609,"MSI Katana 17 B13VFK-087ES Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/17.3""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4060,17.3,No,1999.0
610,"ASUS ExpertBook B3 Flip B3402FEA-EC0765X Intel Core i5-1135G7/8GB/256GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i5,8,256,SSD,,14.0,Yes,839.0
611,"ASUS P1412CEA-EK1154X Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,14.0,No,650.13
612,"Microsoft Surface Pro 9 Grafito Intel Evo Core i7-1255U/16GB/512GB SSD/13"" Táctil",New,Microsoft,Surface Pro,Intel Evo Core i7,16,512,SSD,,13.0,Yes,2189.0
613,"Microsoft Surface Laptop Studio Intel Core i5-11300H/16GB/256GB SSD/14.4"" Táctil Platino",New,Microsoft,Surface Laptop,Intel Core i5,16,256,SSD,,14.4,Yes,1699.01
614,"ASUS ExpertBook B1 B1502CBA-EJ0439 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,15.6,No,800.0
615,"HP EliteBook 850 G4 i5-7300U/8GB/256GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,,15.6,No,675.0
616,"MSI Creator M16 A12UC-090XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3050/16""",New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3050,16.0,No,1499.0
617,"HP 15S-EQ2051NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,256,SSD,,15.6,No,431.99
618,"HP ProBook 455 G10 AMD Ryzen 7 7730U/16GB/512GB SSD/15.6""",New,HP,ProBook,AMD Ryzen 7,16,512,SSD,,15.6,No,899.99
619,"ASUS E510MA-EJ1188W Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Asus,E510,Intel Celeron,8,256,SSD,,15.6,No,329.99
620,"Alurin Go Intel Pentium N4200/8GB/256GB SSD/14.1""",New,Alurin,Go,Intel Pentium,8,256,SSD,,14.1,No,399.0
621,"HP ProBook 450 G9 Intel Core i7-1255U/16GB/1TB SSD/15.6""",New,HP,ProBook,Intel Core i7,16,1000,SSD,,15.6,No,1312.0
622,HP Victus 16-d1012np Intel Core i7-12700H/8GB/512GB SSD/RTX 3050Ti/16.1'' (PT),New,HP,Victus,Intel Core i7,8,512,SSD,RTX 3050,16.1,No,1329.51
623,"Lenovo IdeaPad 3 15ITL6 Intel Core i5-1135G7/8 GB/512GBSSD/15.6""",New,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,,15.6,No,599.0
624,Acer Extensa 15 EX215-54 Intel Core i5-1135G7/8GB/256GB SSD,New,Acer,Extensa,Intel Core i5,8,256,SSD,,,No,524.99
625,"MSI Modern 14 C12M-052ES Intel Core i7-1255U/16GB/1TB SSD/14""",New,MSI,Modern,Intel Core i7,16,1000,SSD,,14.0,No,1149.0
626,"Microsoft Surface Pro 6 Intel Core i5-8250U/8GB/256GB SSD/12.3"" Táctil",Refurbished,Microsoft,Surface Pro,Intel Core i5,8,256,SSD,,12.3,Yes,1349.0
627,"MSI Creator Z16 HX Studio B13VGTO-032ES Intel Core i9-13950HX/64GB/1TB SSD/RTX 4070/16"" Táctil",New,MSI,Creator,Intel Core i9,64,1000,SSD,RTX 4070,16.0,Yes,3289.01
628,"MSI Creator Z17 HX Studio A13VGT-041ES Intel Core i9-13950HX/64GB/2TB SSD/RTX 4070/17"" Táctil",Refurbished,MSI,Creator,Intel Core i9,64,2000,SSD,RTX 4070,17.0,Yes,3394.99
629,"HP 250 G9 Intel Core i7-1255U/16GB/512GB SSD/15.6"" Gris",New,HP,250,Intel Core i7,16,512,SSD,,15.6,No,786.14
630,ASUS Vivobook Pro 15 M6500QE AMD Ryzen 7-5800H/16GB/1TB SSD/RTX 3050Ti/15.6'' (PT),New,Asus,VivoBook,AMD Ryzen 7,16,1000,SSD,RTX 3050,15.6,No,1501.55
631,"Apple MacBook Pro Apple M2 Pro 12 Núcleos/16GB/1TB SSD/16.2"" Gris Espacial",New,Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,,16.2,No,2999.01
632,"ASUS TUF GAMING A15 FA507NU-R77B46CS1 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX4060/15.6"" (PT)",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4060,15.6,No,1499.96
633,"Dell Latitude E5440 Intel Core i5-4310U/8GB/128GB SSD/14""",Refurbished,Dell,Latitude,Intel Core i5,8,128,SSD,,14.0,No,379.0
634,"Lenovo ThinkPad T470 Intel Core i5-7300U/16GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,256,SSD,,14.0,No,575.0
635,"Samsung Galaxy Book3 Pro Intel Evo Core i7-1360P/16GB/512GB SSD/14""",New,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,,14.0,No,1889.0
636,"Lenovo Yoga Slim 7 Pro 14ARH7 AMD Ryzen 5 6600HS/8GB/512GB SSD/14""",New,Lenovo,Yoga,AMD Ryzen 5,8,512,SSD,,14.0,No,979.0
637,"LG Gram 17Z90R-E.AD75B Intel Evo Core i7-1360P/32GB/512GB SSD/RTX 3050/17""",New,LG,Gram,Intel Evo Core i7,32,512,SSD,RTX 3050,17.0,No,2399.0
638,"HP EliteBook 840 G3 Intel Core i5-6200U/8GB/256GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,,14.0,No,210.14
639,"ASUS ROG Strix G16 G614JI-N4007 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4070/16""",New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,2459.01
640,"Lenovo V15 G2 ITL Intel Core i5-1135G7/8GB/512GB SSD/15.6"" Negro",New,Lenovo,V15,Intel Core i5,8,512,SSD,,15.6,No,509.0
641,"Dynabook Toshiba Satellite Pro C50-J-12X Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Dynabook Toshiba,Satellite Pro,Intel Core i3,8,256,SSD,,15.6,No,679.0
642,"ASUS ROG Strix G17 G713PI-HX004 AMD Ryzen 9 7945HX/32GB/1TB SSD/RTX 4070/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4070,17.3,No,2499.0
643,"Gigabyte AORUS 15 9KF-E3ES383SD Intel Core i5-12500H/8GB/512GB SSD/RTX 4060/15.6""",New,Gigabyte,Aorus,Intel Core i5,8,512,SSD,RTX 4060,15.6,No,1086.85
644,"Medion Erazer Beast X40 Intel Core i9-13900HX/32GB/2TB SSD/RTX 4090/17""",New,Medion,Beast,Intel Core i9,32,2000,SSD,RTX 4090,17.0,No,3799.0
645,"MSI Prestige 16 A12UD-218ES Intel Core i7-1280P/32GB/1TB SSD/RTX 3050Ti/16""",New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 3050,16.0,No,1929.01
646,Lenovo Legion 5 15ACH6-990 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX3070/15.6'' (PT),Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,SSD,RTX 3070,15.6,No,1180.29
647,"Alurin Flex Advance Intel Core i5-1155G7/8GB/256GB SSD/14"" + Windows 11 Home",New,Alurin,Flex Advance,Intel Core i5,8,256,SSD,,14.0,No,540.0
648,"HP OMEN 17-ck0013ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/17.3""",New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,17.3,No,1699.01
649,"Alurin Flex Intel Core i3-10110U/8GB/256GB SSD/nOS/14""",New,Alurin,Flex,Intel Core i3,8,256,SSD,,14.0,No,429.9
650,"Acer Aspire 3 A315-56-35X1 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Acer,Aspire,Intel Core i3,8,256,SSD,,15.6,No,385.2
651,"Acer TravelMate P2 TMP215-53-58LP Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,256,SSD,,15.6,No,725.0
652,"Acer Extensa 15 EX215-54-50GK Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,SSD,,15.6,No,589.0
653,"ASUS ExpertBook B1 B1502CBA-EJ0439W Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,15.6,No,884.99
654,"HP Chromebook x360 11 G3 Education Edition Intel Celeron N4020/4GB/32GB/11.6"" Táctil",New,HP,Chromebook,Intel Celeron,4,32,,,11.6,Yes,282.57
655,"LG Gram 14Z90R-G.AD78B Intel Evo Core i7-1360P/32GB/1TB SSD/14""",New,LG,Gram,Intel Evo Core i7,32,1000,SSD,,14.0,No,1999.0
656,"Acer Extensa 15 EX215-54-323B Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,SSD,,15.6,No,430.99
657,"LG Gram 16Z90R-E.AD75B Intel Evo Core i7-1360P/32GB/512GB SSD/RTX 3050/16""",New,LG,Gram,Intel Evo Core i7,32,512,SSD,RTX 3050,16.0,No,2349.0
658,"Microsoft Surface Laptop 5 Platino Intel Evo Core i7-1255U/8GB/256GB SSD/15"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i7,8,256,SSD,,15.0,Yes,1529.0
659,"HP EliteBook 840 G5 Intel Core i7-8550U/16GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,,14.0,No,588.0
660,"Dynabook Toshiba Portégé X30L-K-108 Intel Core i7-1260P/16GB/512GB SSD/13.3""",New,Dynabook Toshiba,Portégé,Intel Core i7,16,512,SSD,,13.3,No,1805.01
661,"Lenovo ThinkPad T440 Intel Core i5-4300U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,399.0
662,"Dynabook Toshiba Tecra A50-J-1F8 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Dynabook Toshiba,Tecra,Intel Core i5,8,256,SSD,,15.6,No,899.01
663,"ASUS Zenbook 14 OLED UM3402YA-KM063W AMD Ryzen 5 5625U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,,14.0,No,856.0
664,"Alurin Flex Intel Core i3-10110U/8GB/512GB SSD/14""",New,Alurin,Flex,Intel Core i3,8,512,SSD,,14.0,No,529.0
665,"Apple MacBook Pro Apple M2 Pro 12 Núcleos/16GB/1TB SSD/14.2"" Plata",New,Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,,14.2,No,2749.0
666,"HP EliteBook 850 G5 i5-8250U/8GB/256GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,,15.6,No,899.01
667,"Apple MacBook Pro Apple M2 Pro 12 Núcleos/16GB/512GB SSD/16.2"" Plata",New,Apple,MacBook Pro,Apple M2 Pro,16,512,SSD,,16.2,No,2789.0
668,"Thomson Neo White Intel Celeron N4020/4GB/64GB eMMC/14.1""",New,Thomson,Neo,Intel Celeron,4,64,eMMC,,14.1,No,201.05
669,"ASUS VivoBook F515EA-BQ3063 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,15.6,No,505.01
670,"Alurin Flex Advance AMD Ryzen 5 5500U/16GB/500GB SSD/15.6""",New,Alurin,Flex Advance,AMD Ryzen 5,16,500,SSD,,15.6,No,499.0
671,"ASUS VivoBook 15 F1500EA-EJ3100 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,,15.6,No,355.0
672,"ASUS Zenbook 14 OLED UM3402YA-KM094W AMD Ryzen 7 5825U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14.0,No,1199.0
673,"Acer ConceptD 3 Pro CN316-73P-79PD Intel Core i7-11800H/16GB/1TB SSD/T1200/16""",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,16.0,No,1899.0
674,"Lenovo V15 G2 ITL Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i7,16,512,SSD,,15.6,No,969.0
675,"Lenovo ThinkPad T15p Gen 2 Intel Core i7-11800H/16GB/512GB SSD/GTX 1650/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,2039.0
676,"ASUS ExpertBook P1512CEA-EJ0084X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,15.6,No,860.0
677,"Lenovo ThinkPad L14 Gen 2 Intel Core i5-1145G7/16 GB/256GB SSD/14""",New,Lenovo,ThinkPad,Intel Core i5,16,256,SSD,,14.0,No,869.0
678,"Acer Predator Helios 300 PH317-55-77GT Intel Core i7-11800H/32GB/1TB SSD/RTX3070/17.3""",Refurbished,Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,1417.19
679,"MSI Modern 14 C5M-023XES AMD Ryzen 5 5625U/8GB/512GB SSD/14""",Refurbished,MSI,Modern,AMD Ryzen 5,8,512,SSD,,14.0,No,659.44
680,"HP 15S-EQ1134NS AMD 3020e/8GB/256GB SSD/15.6""",New,HP,15S,AMD 3020e,8,256,SSD,,15.6,No,301.01
681,"HP Pavilion Aero 13-be1006ns AMD Ryzen 7 5825U/16GB/512GB SSD/13.3""",Refurbished,HP,Pavilion,AMD Ryzen 7,16,512,SSD,,13.3,No,663.69
682,"Dynabook Toshiba Tecra A50-K-14S Intel Core i7-1260P/16GB/512GB SSD/15.6""",New,Dynabook Toshiba,Tecra,Intel Core i7,16,512,SSD,,15.6,No,1637.0
683,"Apple MacBook Pro Apple M2 Max/32GB/1TB SSD/14.2"" Plata",New,Apple,MacBook Pro,Apple M2,32,1000,SSD,,14.2,No,3399.0
684,"ASUS ExpertBook B1 B1402CBA-EB0862 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,14.0,No,800.0
685,"Apple Macbook Pro Intel Core i7/16GB/512GB SSD/Radeon Pro 5300M/16"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i7,16,512,SSD,Radeon Pro 5300M,16.0,No,1093.69
686,"Lenovo V15 IGL Intel Celeron N4020/4GB/128GB SSD/15.6""",New,Lenovo,V15,Intel Celeron,4,128,SSD,,15.6,No,279.0
687,ASUS TUF Dash F15 FX517ZE Intel Core i7-12650H/16GB/512GB SSD/RTX 3050Ti/15.6'' (PT),New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1481.63
688,"Dell Latitude 3520 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,879.0
689,"LG Ultra 16U70Q AMD Ryzen 5 5625U/8GB/512GB SSD/16""",New,LG,Ultra,AMD Ryzen 5,8,512,SSD,,16.0,No,969.0
690,"Lenovo Yoga Slim 7 Pro 14IAP7 Intel Evo Core i5-1240P/8GB/512GB SSD/14""",New,Lenovo,Yoga,Intel Evo Core i5,8,512,SSD,,14.0,No,979.0
691,"MSI Katana GF66 11UC-045XES Intel Core i7-11800H/16 GB/1TB SSD/RTX3050/15.6""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,1199.0
692,"Medion Erazer Beast X40 Intel Core i9-13900HX/32GB/1TB SSD/RTX 4080/17""",New,Medion,Beast,Intel Core i9,32,1000,SSD,RTX 4080,17.0,No,3199.01
693,"Medion Erazer Major X10 Intel Core i7-12700H/16GB/1TB SSD/Intel Arc A730M/16""",New,Medion,Erazer,Intel Core i7,16,1000,SSD,A 730M,16.0,No,1699.0
694,"Razer Blade 17 FullHD 360Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3070Ti/17.3""",New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,3500.0
695,"ASUS ROG Zephyrus G14 2023 GA402XY-NC019W AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4090/14""",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4090,14.0,No,4599.0
696,"Apple Macbook Air 2023 Apple M2/8GB/512GB SSD/GPU Deca Core/15.3"" Blanco Estrella",New,Apple,MacBook Air,Apple M2,8,512,SSD,,15.3,No,1829.0
697,"Apple Macbook Air 2023 Apple M2/8GB/512GB SSD/GPU Deca Core/15.3"" Plata",New,Apple,MacBook Air,Apple M2,8,512,SSD,,15.3,No,1829.0
698,"Microsoft Surface Laptop Studio Intel Core i5-11300H/16GB/512GB SSD/14.4"" Táctil Platino",New,Microsoft,Surface Laptop,Intel Core i5,16,512,SSD,,14.4,Yes,1899.0
699,"Razer Blade 15 Advanced Model QHD Intel Core i7-12800H/32 GB/1TB SSD/RTX 3080Ti/15.6""",New,Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,4099.0
700,"Razer Blade 17 4K 144Hz Intel Core i9-12900H/32GB/1TB SSD/RTX 3070Ti/17.3""",New,Razer,Blade,Intel Core i9,32,1000,SSD,RTX 3070,17.3,No,4499.99
701,"Razer Blade 17 QHD 240Hz Intel Core i9-12900H/16GB/1TB SSD/RTX 3070Ti/17.3""",New,Razer,Blade,Intel Core i9,16,1000,SSD,RTX 3070,17.3,No,3899.99
702,"Samsung Galaxy Book3 Ultra Intel Evo Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",New,Samsung,Galaxy Book,Intel Evo Core i7,16,1000,SSD,RTX 4050,16.0,No,2999.01
703,"Dell Latitude E7470  Intel Core i5-6200U/16GB/256GB SSD/14""",Refurbished,Dell,Latitude,Intel Core i5,16,256,SSD,,14.0,No,499.0
704,"Razer Blade 14 165Hz AMD Ryzen 9 6900HX/16GB/1TB SSD/RTX 3070Ti/14""",Refurbished,Razer,Blade,AMD Ryzen 9,16,1000,SSD,RTX 3070,14.0,No,2899.99
705,"Lenovo IdeaPad Flex 5 13ITL6 Chromebook 13ITL6 Intel Core i3-1115G4/8GB/256GB SSD/13.3"" Táctil",New,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,,13.3,Yes,699.0
706,"ASUS VivoBook 15 F1502ZA-EJ1112W Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,,15.6,No,755.0
707,"ASUS ExpertBook B1 B1500CEAE-EJ3404W Intel Core i5-1135G7/8GB/1TB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,1000,SSD,,15.6,No,789.0
708,"Lenovo 300e Intel Celeron N4120/4GB/128GB SSD/11.6"" Táctil",New,Lenovo,Chromebook,Intel Celeron,4,128,SSD,,11.6,Yes,451.0
709,"HP 250 G9 Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,HP,250,Intel Core i5,8,512,SSD,,15.6,No,569.99
710,"ASUS VivoBook 14 F1402ZA-EK645 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,,14.0,No,789.0
711,"ASUS TUF Gaming F15 TUF507ZC4-HN040 Intel Core i7-12700H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,909.99
712,"Denver Electronics NBD-14105SSDES Intel Celeron N4020/4GB/64GB+256GB SSD/14""",New,Denver,Electronics,Intel Celeron,4,256,SSD,,14.0,No,329.95
713,"HP 15S-FQ5044NS Intel Core i7-1255U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,8,512,SSD,,15.6,No,730.01
714,"Microsoft Surface Pro 9 Platino Intel Evo Core i7-1255U/16GB/1TB SSD/13"" Táctil",New,Microsoft,Surface Pro,Intel Evo Core i7,16,1000,SSD,,13.0,Yes,2529.0
715,"ASUS ROG FLOW Z13  GZ301VU-93D45PB1 Intel Core i9-13900H/16GB/1TB SSD/RTX4050/13.4"" Tátil (PT)",New,Asus,ROG,Intel Core i9,16,1000,SSD,,13.4,Yes,2420.65
716,"Samsung Galaxy Book3 Ultra Intel Evo Core i9-13900H/32GB/1TB SSD/RTX 4070/16""",New,Samsung,Galaxy Book,Intel Evo Core i9,32,1000,SSD,RTX 4070,16.0,No,3699.01
717,"Lenovo ThinkPad L13 Gen 3 Intel Core i7-1255U/16GB/512GB SSD/13.3""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,,13.3,No,1333.57
718,"HP 15S-FQ4073NS Intel Core i5-1155G7/8GB/1TB SSD/15.6""",New,HP,15S,Intel Core i5,8,1000,SSD,,15.6,No,749.0
719,"Dynabook Toshiba Satellite Pro C50-G-10E Intel Core i5-10210U/8GB/512GB SSD/15.6""",New,Dynabook Toshiba,Satellite Pro,Intel Core i5,8,512,SSD,,15.6,No,739.0
720,"HP ProBook 450 G9 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,HP,ProBook,Intel Core i5,16,512,SSD,,15.6,No,1041.0
721,"Lenovo ThinkPad T490s Intel Core i5-8265U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,799.0
722,"LG Gram 15Z90R-G.AA75B Intel Evo Core i7-1360P/16GB/512GB SSD/15""",New,LG,Gram,Intel Evo Core i7,16,512,SSD,,15.0,No,1699.0
